Account,Auto_Ship_Ind,Interior_Decor_Signage_Available_Funds,LMS_Enrolled,LMS_Available_Matching_Funds,LMS_Used_Funds_Most_Recent_3_Months,LMS_Used_Funds_Previous_3_Months,Open_Smart,PIP_Program,PQS_Program,SCS_Program,Spar_Coverage_Ind,Specialty_Solutions,Vaccine_Items,Vaccine_Starter,Vaccine_Items_Count,Vaccine_Items_Sls_Amt,YPO,Tot_Sls_Amt,DLC_Program_encoded,FEM_Program_encoded,HM_Circular_Program_encoded,Internal_Decor,PQS_Enrolled_encoded,ST_encoded,Pog_Code_Name_encoded,DC_Name_encoded,Bus_Type_Desc_encoded,Region_encoded,PSAO_Expanded_encoded,Chain_Name_encoded,Salesperson_encoded,AH_Program_encoded,OTC_Front-end_Size_encoded,MRA_Program_Type_-_Active_AH_encoded,Msa_Dma_encoded,Signage_Program_encoded,Hospital_Associated_encoded
539380,0,0.0,1,2400.0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,4719.0,5,4,0,0,0,23,6,11,0,0,9,38,49,4,6,7,91,0,0
828605,0,0.0,1,2400.0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,1,88598.0,5,1,0,1,0,4,6,12,0,3,0,36,39,0,2,2,185,1,3
98411,0,1272.0,1,0.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,334801.0,0,0,1,1,0,4,6,12,0,3,0,36,39,0,0,2,185,3,1
31384,0,166.0,1,1200.0,1,1,0,0,1,1,0,0,1,0,6.0,1182.1,0,149442.0,5,0,1,1,0,4,6,12,0,3,0,36,102,0,2,6,193,5,3
832523,0,0.0,1,2400.0,0,0,0,0,1,1,0,0,1,0,2.0,331.36,1,81681.0,5,0,0,1,0,4,6,12,0,3,0,36,39,0,2,2,185,1,3
65372,0,1254.0,1,0.0,1,1,0,1,1,1,0,0,1,0,3.0,5198.46,0,135040.0,5,3,0,0,0,4,2,21,1,3,0,50,42,0,4,3,190,1,0
965648,0,946.0,1,0.0,1,1,0,1,1,1,0,0,0,0,0.0,0.0,0,136973.0,5,3,0,0,0,4,2,21,1,3,0,50,42,0,1,3,190,3,0
217968,1,2500.0,1,502.0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,1,151025.0,5,0,1,0,0,5,2,7,0,3,0,37,55,0,4,2,163,0,3
442400,0,0.0,1,1200.0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,1,131920.0,4,3,1,1,0,22,2,10,0,0,0,38,49,0,1,2,52,0,0
975317,1,0.0,1,1200.0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0,233750.0,0,0,1,1,1,4,2,12,0,3,0,36,120,0,0,8,185,1,1
169685,1,2500.0,1,1200.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0,57685.0,5,3,1,0,0,12,2,11,0,0,0,40,18,0,4,3,136,1,0
169846,1,2500.0,1,1200.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0,86967.0,5,3,1,0,0,12,2,11,0,0,0,40,18,0,4,3,98,1,0
344429,1,2500.0,1,1200.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0,104459.0,5,3,1,0,0,12,2,11,0,0,0,40,18,0,4,3,136,1,0
915547,1,444.81,1,16598.0,1,1,0,1,1,1,0,0,1,0,2.0,883.73,1,252162.0,0,0,1,1,0,29,2,11,2,0,0,36,22,0,1,2,122,1,0
441469,1,822.98,1,4896.0,1,1,0,0,1,1,1,0,1,0,1.0,2126.66,1,215651.0,0,0,1,1,0,48,2,11,0,0,0,38,49,0,1,5,144,0,0
47662,1,33.65,1,1200.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0,98687.0,5,0,1,0,0,12,2,11,0,0,0,38,74,0,1,6,109,1,0
284675,0,722.0,1,0.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,1,385494.0,0,0,1,1,0,7,6,3,9,1,0,8,76,0,3,3,12,3,3
408339,0,0.0,1,4800.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,1,160431.0,5,0,0,1,0,43,2,2,0,2,0,39,15,0,1,3,113,0,0
717103,0,1291.46,1,0.0,0,0,1,0,0,0,0,0,1,0,1.0,223.12,0,92381.0,0,0,1,1,1,43,2,2,0,2,0,39,15,0,1,8,113,3,0
97657,1,996.0,1,1200.0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,0,162551.0,5,0,1,0,0,16,2,17,0,2,9,38,54,4,1,7,135,1,0
392529,0,2500.0,1,1200.0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,1282624.0,5,3,0,0,0,5,6,7,0,3,0,33,86,0,4,8,163,1,3
479751,0,851.0,1,1200.0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,400602.0,0,1,1,1,0,29,2,7,0,3,0,59,86,0,0,2,171,1,10
12456,0,0.0,1,8400.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,127775.0,5,0,1,0,0,13,1,20,0,3,0,39,90,0,1,3,172,0,12
14643,0,2500.0,1,8400.0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,120665.0,3,3,0,0,0,13,6,20,0,3,0,39,90,0,4,3,172,0,12
221720,0,2098.0,1,8400.0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0,56308.0,2,2,0,0,0,13,2,20,0,3,0,39,90,0,5,3,172,1,12
759625,1,0.0,1,8400.0,0,0,0,1,1,1,1,0,1,0,4.0,3226.5,0,228245.0,0,0,1,0,0,13,6,20,0,3,0,39,90,0,1,3,172,0,12
338489,1,2500.0,1,1200.0,0,0,0,0,0,0,1,0,1,0,1.0,330.04,0,114172.0,1,0,0,0,0,36,2,17,0,2,16,34,6,3,0,7,120,1,15
988270,0,0.0,1,0.0,1,1,1,1,1,1,1,1,1,0,1.0,2126.66,1,196386.0,0,0,1,1,0,48,2,10,0,0,0,38,110,0,1,3,125,1,15
649444,0,2000.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,71941.0,5,4,1,0,1,9,2,24,0,2,0,37,32,0,6,8,29,3,15
646974,0,2000.0,1,1200.0,0,0,0,0,0,0,1,0,1,0,1.0,165.02,0,169261.0,1,1,1,0,0,36,2,17,0,2,16,34,6,3,0,7,131,2,15
419869,0,0.0,1,903.0,1,1,0,0,0,0,0,0,1,0,1.0,94.4,0,501473.0,5,4,2,0,0,9,2,24,0,2,0,2,89,0,6,7,123,1,15
201120,0,2500.0,1,2390.0,1,1,0,1,1,1,1,1,1,0,1.0,1959.54,0,285160.0,5,0,1,0,0,43,2,2,1,2,0,1,81,0,4,3,107,2,15
390217,1,2186.0,1,0.0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0,125057.0,1,0,1,0,1,34,2,15,0,1,0,21,52,0,0,8,2,3,15
630588,0,1643.0,0,2200.0,0,0,0,0,0,0,1,0,1,0,2.0,446.24,0,76434.0,5,0,1,0,1,31,2,15,0,1,0,20,111,0,4,8,2,1,15
565679,0,2500.0,1,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,49131.0,5,4,1,0,0,11,6,9,0,3,0,38,24,0,6,3,159,3,15
757418,0,2094.0,1,2400.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,99193.0,2,2,0,1,0,49,2,3,0,1,6,22,46,4,5,7,12,1,1
418366,0,1751.0,1,537.0,1,0,0,0,1,0,1,0,0,0,0.0,0.0,0,25279.0,5,0,1,0,0,17,2,22,0,0,0,6,78,0,4,8,119,1,15
801395,0,0.0,1,1200.0,0,0,0,0,0,0,1,0,1,0,1.0,874.64,0,87954.0,0,0,1,1,0,24,6,22,0,0,1,1,41,1,1,7,104,0,1
305483,0,2000.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,194975.0,1,1,0,0,0,36,2,17,0,2,16,34,56,3,0,7,120,3,15
247448,1,2500.0,1,827.0,1,1,0,0,0,0,1,0,1,0,1.0,2126.66,0,143854.0,5,0,1,0,0,36,2,17,0,2,16,34,87,3,3,7,120,2,15
983031,0,1500.0,0,1200.0,0,0,0,0,0,0,1,0,1,0,2.0,210.9,0,286792.0,5,3,1,0,0,20,6,3,0,1,6,23,36,4,4,7,13,1,15
736955,0,2500.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,248637.0,5,4,1,0,0,4,6,12,0,3,0,40,120,0,6,8,185,3,15
638336,0,1881.0,0,2200.0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0,23984.0,5,0,1,0,1,34,2,15,0,1,0,20,111,0,1,8,2,2,15
133377,1,0.0,1,1048.0,1,0,0,1,1,1,0,0,1,0,3.0,3831.25,0,55098.0,5,0,1,0,0,45,2,3,0,1,0,2,100,0,1,7,12,1,15
417668,1,2305.0,1,1998.0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,0,172652.0,1,0,1,0,0,17,4,22,0,0,0,39,78,0,0,3,104,0,15
4861,1,0.0,1,1200.0,0,1,0,1,1,1,1,0,1,0,3.0,373.19,1,418752.0,0,0,0,1,0,25,2,14,0,2,0,1,64,0,3,3,112,1,15
638597,0,2500.0,0,600.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,-1541.0,5,4,0,0,1,9,6,24,0,2,0,37,105,0,6,8,40,1,15
250602,0,2500.0,1,0.0,1,1,0,0,1,1,0,1,0,0,0.0,0.0,0,156399.0,2,2,0,0,0,10,2,13,0,2,1,2,107,1,5,7,25,3,15
426845,0,544.0,1,1184.0,1,0,0,1,1,1,1,1,0,0,0.0,0.0,0,162278.0,5,0,1,0,0,17,2,22,0,0,0,7,78,0,1,2,119,1,15
655150,1,2456.0,1,8600.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0,187091.0,5,0,1,0,0,35,2,16,0,0,0,2,72,0,1,8,43,0,15
774172,0,2500.0,1,0.0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0,473.0,5,4,1,0,0,15,2,22,0,0,0,6,78,0,6,8,119,1,15
761655,1,264.0,1,1200.0,0,0,1,1,1,1,1,0,1,0,2.0,167.75,0,138936.0,5,0,1,0,0,1,2,4,0,2,1,1,23,1,4,7,102,1,15
343663,0,976.0,1,0.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,144209.0,5,3,1,0,0,39,2,23,0,1,0,37,11,0,4,8,22,3,15
557932,0,0.0,0,800.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,295874.0,5,0,0,0,0,38,2,15,0,1,0,34,26,0,4,8,5,1,15
838373,0,0.0,1,0.0,1,1,0,0,1,0,1,0,0,0,0.0,0.0,0,188761.0,0,0,1,1,0,1,2,4,0,2,1,2,38,1,1,7,102,1,15
628625,1,0.0,1,1190.0,1,1,0,1,1,1,1,0,1,0,4.0,762.08,0,86400.0,5,0,1,1,0,34,2,15,2,1,0,21,92,0,3,3,2,0,15
568804,0,2000.0,0,800.0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0,115871.0,5,4,0,0,0,9,6,24,0,2,0,2,58,0,6,8,29,1,15
298184,0,2000.0,1,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,69649.0,5,0,0,0,1,18,6,2,0,2,0,1,68,0,4,3,116,3,15
517019,1,0.0,1,590.0,0,1,0,0,1,1,0,0,1,0,10.0,1371.94,1,337251.0,0,0,1,0,0,3,2,18,0,3,0,39,50,0,1,3,180,0,0
27649,1,0.0,1,1200.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,1,268025.0,3,0,1,1,0,48,2,11,0,0,0,38,66,0,1,6,144,1,15
187465,0,516.0,1,289.0,1,0,0,1,0,1,1,0,0,0,0.0,0.0,0,92467.0,5,0,1,0,1,4,2,21,0,3,0,36,69,0,2,8,187,2,15
263465,0,2500.0,1,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,177734.0,5,4,0,0,0,17,4,16,0,0,0,7,75,0,6,3,42,3,3
378410,0,2500.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,205484.0,5,4,0,0,1,34,6,15,0,1,0,20,16,0,6,8,2,3,15
759038,1,0.0,1,1200.0,0,1,0,0,1,1,1,0,1,0,1.0,334.8,0,220184.0,0,0,1,0,0,1,2,4,0,2,1,2,23,1,1,7,140,0,15
445788,0,0.0,1,594.0,1,0,0,0,1,1,1,0,1,0,6.0,2958.54,0,222580.0,1,0,0,1,0,43,2,17,1,2,0,39,95,0,0,2,97,0,15
647124,0,2000.0,1,1190.0,1,1,0,0,1,0,1,0,1,0,2.0,825.7,0,11460.0,2,2,1,0,0,42,6,14,0,2,0,6,109,0,5,3,126,2,15
414285,1,0.0,1,4524.0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,0,189536.0,5,0,1,0,0,17,2,16,0,0,0,6,109,0,4,2,30,1,15
534817,1,2000.0,1,1200.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,84081.0,5,0,1,0,1,34,6,15,0,1,0,21,92,0,4,8,2,1,15
39449,1,0.0,1,1133.0,1,0,0,0,1,1,1,0,1,0,1.0,137.4,1,404973.0,5,0,1,0,0,15,2,16,0,0,0,22,96,0,4,3,30,1,15
712866,0,2500.0,0,600.0,0,0,0,0,0,0,0,0,1,0,2.0,769.5,0,99951.0,5,4,1,0,1,2,2,14,16,2,0,1,104,0,6,8,142,2,0
163101,1,2500.0,1,0.0,0,0,0,0,0,0,1,0,1,0,3.0,1669.53,0,149284.0,5,0,1,0,0,36,2,17,0,2,16,34,87,3,1,7,120,3,15
303386,0,2500.0,1,0.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,146609.0,5,3,0,0,0,9,6,24,0,2,0,12,32,0,1,8,29,3,15
557765,0,2000.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,55924.0,5,4,0,0,1,43,6,17,0,2,20,1,71,1,6,7,97,3,15
80135,1,2301.0,1,1025.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,1,162898.0,5,0,1,0,0,25,6,4,0,2,0,37,98,0,1,2,147,1,15
268742,0,2077.0,1,1200.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,233899.0,1,1,0,0,0,20,2,3,0,1,6,22,100,4,0,7,12,1,15
800262,0,0.0,1,10194.0,1,1,0,1,1,1,1,0,1,0,5.0,1271.08,1,596044.0,5,0,0,1,0,24,2,22,0,0,0,2,41,0,1,8,87,1,3
83242,0,624.0,1,1200.0,0,1,0,0,1,1,1,0,0,0,0.0,0.0,1,40824.0,5,0,0,0,0,4,2,12,0,3,0,39,4,0,4,8,185,1,15
716372,1,2500.0,0,0.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0.0,5,4,1,0,1,8,2,3,0,1,6,22,103,4,6,8,72,3,15
278019,1,1440.0,0,0.0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0,16667.0,3,1,0,1,0,31,2,15,0,1,10,36,122,4,2,8,2,3,15
902470,0,2100.0,1,1200.0,0,0,0,1,1,1,1,0,1,0,1.0,1623.41,0,388622.0,5,0,1,0,0,10,2,4,0,2,1,2,23,1,2,7,25,0,15
142960,0,2500.0,1,0.0,0,1,0,1,1,1,0,0,0,0,0.0,0.0,1,14029.0,5,4,1,0,0,22,6,8,0,0,0,36,61,0,6,8,6,3,15
536685,1,2500.0,1,0.0,0,0,0,0,1,0,1,0,1,0,4.0,2682.89,1,251268.0,5,0,1,0,0,34,2,23,0,1,0,34,9,0,1,8,2,3,15
931915,1,1126.6,1,798.0,1,1,0,0,1,1,1,0,1,0,2.0,2834.5,0,291550.0,0,0,1,1,0,18,2,2,0,2,0,39,68,0,3,3,114,0,15
152131,0,2381.0,1,1200.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,55410.0,1,1,0,0,0,16,6,22,0,0,0,36,31,0,0,8,92,2,15
174780,0,0.0,1,1060.0,1,1,1,0,1,1,0,0,0,0,0.0,0.0,0,144107.0,0,2,1,1,0,1,2,4,0,2,1,2,99,1,5,7,102,0,15
557888,0,983.0,1,1200.0,0,0,0,0,1,0,0,0,1,1,5.0,1250.44,0,53476.0,5,4,0,0,0,4,2,12,0,3,0,38,4,0,6,8,185,4,15
16550,1,2500.0,1,1200.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,177034.0,5,0,1,0,0,47,4,5,0,3,0,39,17,0,4,3,191,1,15
775971,0,0.0,1,1156.0,1,0,0,1,1,1,1,0,0,0,0.0,0.0,1,168622.0,0,0,1,1,0,48,2,10,0,0,0,38,62,0,1,8,93,0,15
746425,0,2500.0,0,400.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,15691.0,5,4,0,0,1,43,2,2,0,2,0,37,7,0,6,8,94,3,15
718282,0,0.0,1,1200.0,0,0,1,0,1,1,0,0,1,0,1.0,211.73,0,187006.0,3,3,1,1,0,45,2,3,0,1,6,22,46,4,4,7,12,1,15
974211,1,537.0,1,1200.0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0,568308.0,5,3,1,0,0,9,6,24,0,2,0,12,116,0,3,8,35,1,15
171549,1,910.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,238484.0,5,0,1,0,0,17,6,16,0,0,6,22,109,4,1,7,126,3,1
557854,0,2000.0,1,1200.0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0,41751.0,1,1,1,0,1,9,2,24,0,2,0,1,32,0,0,8,35,1,15
397425,1,568.0,1,1200.0,0,0,0,0,0,1,0,0,1,0,1.0,2084.13,0,4478.0,0,3,1,0,0,36,2,17,0,2,16,15,104,4,1,7,130,1,1
595225,0,367.0,1,12000.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,121048.0,5,0,0,0,0,10,2,13,1,2,0,36,107,0,4,8,25,2,15
452350,0,0.0,1,1200.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0,174901.0,1,0,0,1,0,47,2,5,0,3,0,38,17,0,0,8,191,1,15
556954,1,552.0,1,0.0,1,1,0,0,1,0,1,0,0,0,0.0,0.0,0,51221.0,5,0,1,0,0,4,2,12,0,3,0,36,27,0,4,8,182,3,15
318054,0,2500.0,1,1200.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,27918.0,1,1,0,0,1,44,1,20,0,3,0,38,79,0,0,8,177,2,15
198522,0,0.0,0,1200.0,0,0,0,0,0,0,1,0,1,0,1.0,375.4,0,205491.0,5,3,1,0,0,43,2,17,0,2,0,51,95,0,1,2,97,0,15
536080,0,1299.0,1,1200.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,17266.0,5,3,1,0,0,38,2,25,0,1,0,37,70,0,4,8,9,0,15
371796,0,0.0,1,1200.0,0,1,0,1,1,1,1,0,0,0,0.0,0.0,1,158352.0,5,0,0,1,0,48,2,11,0,0,0,1,74,0,1,2,144,0,15
15822,0,2500.0,1,0.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,83319.0,5,0,1,0,0,4,6,12,0,3,0,36,27,0,4,8,185,3,15
774227,0,2500.0,1,180.0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0,36763.0,5,4,1,0,0,9,2,24,0,2,0,1,105,0,6,8,40,1,15
897228,1,248.58,1,1200.0,0,1,0,0,1,0,1,0,0,0,0.0,0.0,0,162045.0,0,0,1,1,0,40,2,13,2,2,0,11,12,0,1,8,67,2,2
65410,0,2500.0,1,1200.0,1,1,0,1,1,1,1,0,1,0,4.0,1707.29,1,224273.0,5,3,1,0,0,40,2,13,0,2,1,1,51,1,3,7,47,1,15
346776,0,2500.0,1,0.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,338400.0,5,0,0,0,0,14,2,10,0,0,0,39,88,0,4,3,82,3,15
766255,1,1972.0,0,1200.0,0,0,0,1,0,1,1,0,1,0,2.0,436.35,0,322798.0,4,0,1,1,0,1,2,4,0,2,1,1,98,1,1,7,138,1,15
746298,0,2000.0,1,200.0,1,1,0,0,1,0,1,0,0,0,0.0,0.0,0,38003.0,5,0,0,0,0,6,2,23,0,1,0,37,11,0,2,8,34,1,15
837718,0,2500.0,1,334.0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0,459025.0,5,4,0,0,0,22,6,8,0,0,0,36,2,0,6,2,6,1,15
42541,1,0.0,1,1200.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,1,317159.0,5,0,1,0,0,36,2,17,0,2,0,38,6,0,2,8,131,1,15
188186,1,2500.0,1,1200.0,0,0,0,0,1,0,1,0,1,0,1.0,1075.68,0,132143.0,1,0,1,0,0,40,4,13,0,2,0,2,12,0,0,8,67,1,15
944685,1,1893.0,1,1140.0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,1,185849.0,0,0,1,1,0,18,2,2,0,2,0,38,68,0,1,2,115,0,15
300621,0,2500.0,1,0.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,7803.0,5,3,1,0,0,34,2,23,0,1,0,20,111,0,3,8,2,3,15
167809,0,278.0,1,0.0,1,1,0,1,1,1,1,0,1,0,5.0,1954.37,0,402871.0,0,0,1,1,0,49,2,3,0,1,9,22,122,4,0,7,12,1,1
623987,1,2000.0,1,1200.0,0,0,0,0,0,0,1,0,1,0,1.0,283.2,0,105293.0,1,0,1,0,0,1,2,4,0,2,1,2,13,1,0,7,138,1,15
182068,0,2500.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5167.0,2,2,1,0,1,15,6,16,0,0,0,22,109,0,5,8,30,3,15
175175,0,1353.0,1,2400.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1,179531.0,5,4,0,0,0,4,2,21,0,3,0,37,42,0,6,8,199,1,5
486081,0,1833.33,1,1200.0,0,0,0,1,1,1,1,0,1,0,1.0,207.42,1,198783.0,0,0,0,1,0,48,2,11,0,0,0,1,74,0,1,2,144,0,15
647139,0,2000.0,1,1200.0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0,13874.0,5,4,0,0,1,4,6,12,0,3,0,36,39,0,6,8,185,1,15
199649,0,2000.0,1,1200.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,209873.0,5,4,0,0,1,43,6,2,0,2,0,1,15,0,6,8,107,2,15
117890,0,1270.0,1,1190.0,1,0,0,1,1,1,1,0,1,0,3.0,712.56,0,410764.0,5,0,1,0,0,18,2,4,0,2,0,2,14,0,1,7,96,1,1
624121,1,0.0,1,1200.0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0,19518.0,1,1,1,0,1,4,6,12,0,3,0,37,120,0,0,8,185,0,15
769567,0,2500.0,1,1000.0,0,0,1,0,1,0,1,0,0,1,0.0,0.0,1,53085.0,5,0,0,0,0,14,2,10,0,0,0,39,34,0,6,8,82,1,15
231550,1,0.0,1,1200.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,103088.0,5,0,1,0,0,40,2,13,0,2,1,1,12,1,1,7,21,0,15
693184,1,2500.0,1,1200.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,327959.0,0,0,1,0,0,25,2,14,0,2,0,1,91,0,3,2,132,1,15
32813,1,0.0,1,1200.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,1,213043.0,0,0,1,1,0,34,2,1,0,1,0,37,43,0,3,2,39,1,15
766159,1,0.0,1,1200.0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0,174730.0,0,3,1,1,0,42,2,4,1,2,9,1,35,1,1,7,126,1,15
29845,1,2500.0,1,1200.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,97346.0,5,3,1,0,0,9,6,24,0,2,0,37,89,0,4,3,60,1,15
149440,0,0.0,1,0.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,263754.0,5,3,1,0,0,9,2,24,0,2,0,1,116,0,3,8,35,3,15
121439,1,2500.0,1,2415.0,1,1,0,1,1,1,1,0,1,0,2.0,1071.38,0,244046.0,0,0,1,0,0,22,2,8,1,0,0,22,2,0,4,2,51,1,10
515842,1,274.0,1,1200.0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,1,211822.0,3,3,1,1,0,9,2,24,0,2,0,1,58,0,4,3,29,2,15
213706,1,1581.0,1,0.0,1,1,0,0,0,0,1,0,1,0,2.0,306.13,0,118048.0,5,3,1,0,0,40,2,13,0,2,1,1,51,1,4,7,21,1,15
519792,0,582.0,0,1200.0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,206681.0,0,1,1,1,0,2,6,14,0,2,0,2,104,0,0,8,142,0,15
89201,0,0.0,1,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,63374.0,3,3,0,1,0,9,2,24,0,2,0,38,32,0,3,2,29,3,15
983920,0,2500.0,0,0.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,198007.0,5,3,0,0,0,4,6,21,0,3,0,37,69,0,4,8,187,3,15
424109,0,2500.0,1,1200.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,22225.0,5,3,1,0,1,9,6,24,0,2,0,1,105,0,1,8,40,1,15
898701,0,0.0,0,0.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0,31860.0,1,0,1,0,0,8,2,15,0,1,0,37,52,0,0,8,5,3,15
180043,0,2381.0,1,818.0,1,1,0,0,1,0,1,0,0,0,0.0,0.0,0,285029.0,5,0,1,0,0,40,2,13,0,2,1,2,51,1,1,7,47,1,15
354620,0,1479.0,1,112.0,1,1,0,1,1,1,1,1,1,0,1.0,2084.13,0,293436.0,0,0,1,1,0,1,2,4,0,2,1,2,38,1,1,7,102,1,15
732559,1,0.0,1,1200.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,1,554036.0,0,0,1,1,0,14,2,22,0,0,0,1,101,0,1,2,87,0,10
635953,1,2500.0,1,1200.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,321495.0,5,0,1,0,0,19,4,23,0,1,0,37,9,0,3,8,44,1,15
159662,1,2500.0,1,1200.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,269439.0,5,3,1,0,0,1,2,4,0,2,1,1,23,1,3,7,140,0,15
13990,1,2301.0,1,1190.0,1,1,0,0,1,1,1,0,1,0,9.0,6903.81,0,179778.0,5,0,1,0,0,4,2,12,0,3,0,38,0,0,4,3,196,1,1
746265,0,2000.0,1,0.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,60797.0,5,0,1,0,0,43,6,2,0,2,0,25,15,0,4,8,113,3,15
806522,1,0.0,1,2056.0,1,1,1,1,1,1,1,0,1,0,3.0,1585.75,1,433619.0,0,0,1,1,0,17,4,16,0,0,0,38,109,0,2,2,42,0,15
415485,0,2500.0,0,0.0,0,0,0,0,0,0,1,0,1,0,4.0,4852.92,0,166822.0,5,3,0,0,1,45,2,3,0,1,0,22,100,0,4,8,12,3,15
184322,0,2500.0,1,1200.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,1,133102.0,5,3,0,0,0,22,2,8,0,0,0,36,2,0,4,8,6,1,15
117883,0,2500.0,1,1200.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,91971.0,1,1,0,0,0,9,4,24,0,2,0,1,32,0,0,8,49,1,15
563210,0,0.0,1,1200.0,0,0,0,0,1,1,1,1,1,0,1.0,168.29,1,208469.0,1,0,1,0,0,6,2,23,0,1,0,37,111,0,0,3,2,2,15
766480,1,2500.0,1,1100.0,1,1,0,0,1,0,1,0,0,0,0.0,0.0,0,243555.0,5,3,1,0,0,1,6,4,1,2,1,2,13,1,3,7,143,1,15
807282,0,0.0,1,8000.0,0,1,0,1,1,1,1,0,1,0,3.0,639.69,1,77556.0,0,0,1,1,0,10,2,13,0,2,1,2,93,1,4,7,25,0,15
