,Account,Hm_Start_Dt,Auto_Ship_Ind,Interior_Decor_Signage_Available_Funds,LMS_Enrolled,LMS_Available_Matching_Funds,LMS_Used_Funds_Most_Recent_3_Months,LMS_Used_Funds_Previous_3_Months,Open_Smart,PIP_Program,KYN_Training,PQS_Program,Last_EQuIPP_Login,PQS_Enrolled_Date,SCS_Program,Spar_Coverage_Ind,Specialty_Solutions,Vaccine_Items,Vaccine_Starter,Vaccine_Items_Count,Vaccine_Items_Sls_Amt,YPO,Tot_Sls_Amt,DLC_Program_encoded,FEM_Program_encoded,HM_Circular_Program_encoded,Internal_Decor,PQS_Enrolled_encoded,ST_encoded,Pog_Code_Name_encoded,DC_Name_encoded,Bus_Type_Desc_encoded,Region_encoded,PSAO_Expanded_encoded,Chain_Name_encoded,Salesperson_encoded,AH_Program_encoded,OTC_Front-end_Size_encoded,MRA_Program_Type_-_Active_AH_encoded,Msa_Dma_encoded,Signage_Program_encoded,Hospital_Associated_encoded
949,208756,732432,1,843.54,1,588.0,1,1,0,1,735304,1,736626,735317,1,1,0,0,0,0.0,0.0,0,148429.0,0,0,1,1,0,27,2,13,2,2,6,11,25,2,1,7,18,1,15
950,209546,735488,1,0.0,1,1038.0,1,1,0,1,735807,0,736496,735613,1,1,0,1,0,1.0,212.84,0,396782.0,5,0,1,0,0,27,2,13,2,2,6,11,25,2,3,7,18,1,15
951,209707,735493,1,0.0,1,1200.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,183026.0,5,0,1,0,1,27,2,13,2,2,6,11,25,2,3,7,18,0,15
952,210988,734301,1,0.0,1,1200.0,0,1,0,0,720624,1,736471,735346,1,1,0,1,0,1.0,172.41,1,330778.0,3,0,1,1,0,27,2,13,2,2,6,11,25,2,3,7,18,1,15
953,212115,734301,1,0.0,1,1200.0,0,0,0,0,735318,1,735975,735346,1,1,0,1,0,2.0,446.24,1,221540.0,3,0,1,1,0,40,2,13,2,2,0,11,25,0,4,8,18,0,15
954,322599,736019,0,0.0,1,808.0,1,0,0,1,736061,1,736588,736073,1,1,0,0,0,0.0,0.0,1,109689.0,5,0,1,0,0,27,2,13,0,2,0,1,25,0,1,3,18,1,15
955,333279,736119,0,1258.0,1,0.0,0,0,0,1,736227,1,736588,736352,1,1,0,0,0,0.0,0.0,1,356416.0,5,0,1,0,0,27,2,13,0,2,0,1,25,0,1,3,18,3,15
956,333440,736321,0,2000.0,0,0.0,0,0,1,0,736605,1,736601,736037,1,0,0,0,0,0.0,0.0,0,27945.0,5,4,0,0,0,27,6,13,0,2,1,1,25,1,6,7,18,3,15
957,364486,732556,0,43.4,1,1200.0,0,0,0,0,735339,1,736587,735331,1,1,0,0,0,0.0,0.0,0,165300.0,0,0,1,1,0,27,2,13,2,2,0,11,25,0,0,8,65,1,15
958,373442,732556,1,266.57,1,1200.0,0,0,0,0,735326,1,736587,735331,1,0,0,0,0,0.0,0.0,0,374021.0,3,0,1,1,0,27,2,13,2,2,6,11,25,2,1,7,19,1,15
959,396969,732432,1,49.19,1,1200.0,0,0,0,1,735718,1,736550,735736,1,1,0,1,0,2.0,334.8,0,224622.0,0,0,1,1,0,27,2,13,2,2,0,11,25,0,1,8,18,1,15
960,397062,732432,0,0.0,1,1200.0,0,0,0,0,735494,1,736587,735331,1,1,0,0,0,0.0,0.0,0,159148.0,0,0,1,1,0,27,2,13,2,2,0,11,25,0,0,8,65,1,15
961,22871,733493,0,0.0,1,0.0,1,1,0,1,720624,1,736626,735435,1,1,0,1,0,4.0,708.12,1,346047.0,0,0,1,1,0,14,2,22,0,0,0,37,60,0,1,2,87,1,0
962,499094,733888,1,0.0,1,1200.0,0,1,0,1,735316,1,736600,735346,1,1,1,0,0,0.0,0.0,0,111067.0,0,0,1,1,0,27,2,13,0,2,0,1,25,0,1,3,18,1,15
963,514588,732288,1,0.0,1,648.0,1,1,0,1,735297,1,736626,735303,1,1,1,1,0,8.0,6485.06,0,716922.0,0,0,1,1,0,27,2,13,0,2,0,1,25,0,1,7,19,1,15
964,516245,733692,1,1883.0,1,1190.0,1,1,0,0,735310,1,736621,735331,1,0,0,0,0,0.0,0.0,1,213084.0,3,3,1,1,0,27,2,13,0,2,0,39,25,0,1,2,18,2,15
965,526833,734073,0,0.0,1,968.0,1,1,0,1,735318,1,736588,736352,1,1,1,1,0,3.0,531.72,1,189625.0,0,0,1,1,0,40,2,13,0,2,0,1,25,0,1,3,18,1,15
966,526929,732556,1,578.54,1,1200.0,1,1,0,1,735319,1,736626,735331,1,1,0,0,1,0.0,0.0,0,145325.0,3,0,1,1,0,27,2,13,2,2,6,11,25,2,1,7,18,1,15
967,540657,732432,1,0.0,1,1050.0,1,1,0,0,735318,1,736587,735331,1,1,0,0,0,0.0,0.0,1,218328.0,0,0,1,1,0,27,2,13,2,2,6,11,25,2,3,7,18,1,15
968,551507,735362,1,2500.0,0,0.0,0,0,0,0,735678,1,736619,735750,0,1,0,0,0,0.0,0.0,0,158851.0,5,3,1,0,0,27,2,13,0,2,0,38,25,0,3,8,18,3,15
969,52621,733302,0,0.0,1,1104.0,1,0,0,0,735796,0,736597,735807,1,0,0,0,0,0.0,0.0,1,205609.0,3,3,1,1,0,14,2,22,0,0,0,38,60,0,1,3,104,1,0
970,568956,732701,0,0.0,1,1200.0,0,0,0,0,735425,1,735529,735410,1,1,0,0,0,0.0,0.0,0,211619.0,0,0,0,1,0,27,2,13,0,2,6,22,25,4,1,7,19,1,15
971,681125,732432,1,208.86,1,1200.0,0,0,0,0,735302,1,736587,735331,1,1,0,1,0,1.0,167.4,0,197297.0,3,0,1,1,0,27,2,13,2,2,6,11,25,2,1,7,18,1,15
972,689681,732556,0,743.8,1,1200.0,0,0,0,1,736038,1,736587,735331,1,1,0,1,0,1.0,167.4,0,230509.0,4,0,1,1,0,40,2,13,2,2,0,11,25,0,0,8,65,1,15
973,691092,732556,1,0.0,1,0.0,1,1,0,0,735309,1,736621,735353,1,1,0,0,0,0.0,0.0,1,396097.0,0,0,1,1,0,27,2,13,0,2,1,2,25,1,4,7,65,0,15
974,713194,736423,0,2000.0,1,956.0,1,1,0,0,736432,1,736617,735388,1,0,0,1,0,1.0,164.35,0,127370.0,5,4,0,0,0,27,2,13,0,2,0,12,25,0,6,8,19,1,15
975,713365,736567,0,2500.0,1,929.0,1,0,1,0,720624,0,720624,720624,0,1,0,1,0,2.0,261.72,0,39923.0,5,0,1,0,1,27,2,13,0,2,0,2,25,0,6,7,65,3,15
976,714548,736522,1,2500.0,1,0.0,1,0,1,0,720624,0,720624,735464,0,1,0,0,0,0.0,0.0,0,220502.0,5,0,0,0,0,27,2,13,0,2,1,2,25,1,4,7,18,3,15
977,751904,732432,1,222.35,1,1200.0,0,1,0,1,735319,1,736587,735331,1,1,0,0,0,0.0,0.0,0,237890.0,0,0,1,1,0,27,2,13,2,2,6,11,25,2,4,7,18,1,15
978,760919,736546,1,2500.0,0,600.0,0,0,1,0,720624,0,720624,735410,0,1,0,0,0,0.0,0.0,0,201840.0,5,4,1,0,0,27,2,13,2,2,6,11,25,2,6,7,19,3,15
979,769550,736601,0,2500.0,0,400.0,0,0,1,0,720624,0,720624,720624,0,1,0,1,0,1.0,268.92,0,109093.0,5,4,0,0,1,40,2,13,0,2,3,1,25,1,6,7,18,3,15
980,769551,736559,1,2500.0,0,600.0,0,0,1,0,736621,1,720624,735410,0,1,0,0,0,0.0,0.0,0,375249.0,5,4,1,0,0,27,2,13,0,2,6,11,25,2,6,7,18,3,15
981,818079,732616,1,0.12,1,1138.0,1,0,0,0,735372,1,736587,735331,1,1,0,0,0,0.0,0.0,0,139182.0,3,0,1,1,0,27,2,13,2,2,6,11,25,2,1,7,18,1,15
982,824520,732524,0,0.0,1,0.0,0,0,0,0,735337,1,736618,735331,1,1,0,0,0,0.0,0.0,0,177569.0,0,0,1,1,0,27,2,13,2,2,6,11,25,2,1,7,19,3,15
983,833838,732749,0,110.37,1,666.0,1,0,0,1,735514,1,736620,735540,1,1,1,0,0,0.0,0.0,1,779688.0,0,0,1,1,0,27,2,13,0,2,0,1,25,0,2,3,18,5,15
984,902467,734631,1,278.0,1,1200.0,0,0,0,1,735823,1,736621,735317,1,1,0,0,1,0.0,0.0,0,236467.0,0,3,1,1,0,27,2,13,0,2,0,12,25,0,1,8,18,1,15
985,902736,734644,0,675.0,1,0.0,0,0,0,0,736390,1,736621,735317,1,0,0,0,0,0.0,0.0,0,86213.0,0,1,0,1,0,27,2,13,0,2,0,12,25,0,2,8,18,3,15
986,904007,734926,1,456.0,1,0.0,1,1,0,0,735374,1,736621,735353,0,0,0,0,0,0.0,0.0,1,154867.0,5,0,1,1,0,27,2,13,0,2,1,2,25,1,1,7,65,0,15
987,951282,732556,1,106.09,1,1200.0,0,0,0,1,735319,1,736587,735331,1,1,0,1,0,5.0,837.0,1,459436.0,0,0,1,1,0,27,2,13,2,2,6,11,25,2,1,7,19,1,15
988,978552,734514,1,0.0,1,1200.0,0,0,0,1,736069,1,736588,736352,1,0,1,1,0,3.0,1376.84,1,158260.0,5,0,1,1,0,40,2,13,0,2,0,1,25,0,2,3,18,1,15
989,66645,735096,0,0.0,1,0.0,0,0,0,0,736264,1,720624,736289,0,0,0,0,0,0.0,0.0,0,634359.0,5,0,1,1,0,38,2,15,0,1,0,34,26,0,4,3,5,3,15
990,287774,733856,1,440.0,1,0.0,0,0,0,1,720624,1,736287,735317,1,1,0,1,0,1.0,69.17,0,216837.0,3,0,1,1,0,31,2,15,0,1,0,39,26,0,1,3,5,3,15
991,312387,734301,1,1215.0,1,0.0,0,0,0,1,735305,1,736287,735317,1,1,0,0,0,0.0,0.0,0,241552.0,3,0,1,1,0,31,2,15,0,1,0,39,26,0,1,3,5,1,15
992,320085,733132,1,0.0,1,1200.0,0,0,0,1,735380,1,736223,735388,1,1,0,0,0,0.0,0.0,0,45079.0,0,0,1,1,0,38,2,15,0,1,0,17,26,0,1,2,5,0,15
993,376529,732775,1,558.31,1,1200.0,0,0,1,1,735993,1,736584,736017,1,0,0,1,0,2.0,2265.58,0,478563.0,5,0,1,1,0,38,2,15,0,1,0,40,26,0,1,3,5,0,15
994,458780,736108,0,0.0,1,0.0,1,1,0,0,736344,1,720624,736374,0,1,0,0,0,0.0,0.0,0,36418.0,2,2,1,0,0,38,2,15,0,1,0,37,26,0,5,8,5,1,15
995,458834,736368,0,2000.0,1,1076.0,0,1,0,0,736388,1,736426,736242,1,0,0,0,0,0.0,0.0,0,9798.0,1,1,0,0,0,38,6,15,0,1,0,37,26,0,0,8,5,1,15
996,460283,735990,0,766.0,1,1190.0,1,1,0,0,735999,1,736626,736129,0,1,0,0,0,0.0,0.0,0,269613.0,5,0,0,0,0,38,2,15,0,1,0,37,26,0,4,8,5,1,15
997,461249,736070,0,1016.0,1,1200.0,0,0,0,0,736113,1,736342,736289,0,1,0,0,0,0.0,0.0,0,19433.0,5,0,1,0,0,38,2,15,0,1,0,37,26,0,1,8,5,1,15
998,557932,736125,0,0.0,0,800.0,0,0,0,0,720624,1,720624,736289,0,1,0,0,0,0.0,0.0,0,295874.0,5,0,0,0,0,38,2,15,0,1,0,34,26,0,4,8,5,1,15
999,630758,736350,1,2000.0,1,640.0,1,1,0,0,736463,1,736605,735578,0,1,0,0,0,0.0,0.0,0,45206.0,1,0,0,0,0,31,6,15,0,1,0,37,26,0,0,3,2,1,15
1000,653134,736473,1,2500.0,1,0.0,0,0,0,0,736553,1,720624,736555,0,1,0,0,0,0.0,0.0,0,10104.0,5,0,0,0,0,31,2,15,0,1,0,39,26,0,6,3,5,1,15
1001,713259,736451,1,2500.0,1,1000.0,0,0,0,0,736484,1,736558,736493,0,1,0,0,1,0.0,0.0,0,98758.0,5,0,0,0,0,38,2,15,0,1,0,33,26,0,2,8,73,1,15
1002,769794,736578,1,2500.0,0,1400.0,0,0,1,0,736626,1,720624,720624,0,1,0,0,0,0.0,0.0,0,44564.0,5,4,0,0,0,38,2,15,0,1,0,34,26,0,6,8,5,1,15
1003,774268,736607,0,2500.0,0,0.0,0,0,1,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,0.0,5,4,0,0,1,38,2,15,0,1,0,34,26,0,6,8,5,1,15
1004,774274,736594,0,2500.0,0,1400.0,0,0,1,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,36854.0,5,4,0,0,1,38,2,15,0,1,0,20,26,0,6,8,64,3,15
1005,788359,735430,0,0.0,1,1200.0,0,0,0,0,735554,1,735569,735569,1,1,0,0,0,0.0,0.0,0,241568.0,5,1,1,0,0,38,6,15,0,1,0,20,26,0,2,8,5,1,15
1006,859351,732524,1,0.0,1,1200.0,0,0,0,1,735522,1,736556,735533,1,0,0,0,0,0.0,0.0,1,462595.0,0,3,1,1,0,38,2,15,0,1,0,34,26,0,1,3,5,1,15
1007,981144,736019,0,2500.0,1,0.0,1,1,0,1,720624,1,720624,735914,1,1,0,0,0,0.0,0.0,0,84184.0,5,0,1,0,0,38,2,15,0,1,0,25,26,0,3,3,5,1,15
1008,15822,735614,0,2500.0,1,0.0,0,0,0,0,720624,1,736530,735493,0,1,0,0,0,0.0,0.0,0,83319.0,5,0,1,0,0,4,6,12,0,3,0,36,27,0,4,8,185,3,15
1009,35946,736018,0,2500.0,0,1200.0,0,0,0,0,720624,1,736282,735438,0,0,0,0,0,0.0,0.0,0,26623.0,5,4,0,0,0,4,6,12,0,3,0,36,27,0,6,8,185,2,15
1010,64941,735998,0,2500.0,1,1200.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,42119.0,5,0,1,0,1,4,6,12,0,3,0,39,27,0,4,8,185,2,15
1011,73045,736019,0,1096.0,1,1200.0,0,0,0,0,720624,1,736402,736046,0,1,0,1,0,1.0,669.36,0,20208.0,5,0,1,0,0,4,6,12,0,3,0,39,27,0,4,8,185,1,15
1012,58479,734301,0,0.0,1,0.0,1,1,0,1,735334,1,736572,735346,1,1,0,1,0,1.0,166.27,1,475472.0,0,0,1,1,0,14,2,22,0,0,0,37,60,0,1,2,87,0,0
1013,86945,735242,1,1453.0,1,1200.0,0,0,0,0,735351,1,736620,735360,1,1,0,1,0,3.0,1193.54,0,72255.0,5,0,1,0,0,4,6,12,0,3,0,36,27,0,1,8,185,1,15
1014,123432,735703,0,1050.0,1,1200.0,0,0,0,0,720624,1,736612,735486,0,1,0,1,0,2.0,2752.04,0,170441.0,1,0,1,0,0,4,6,12,0,3,0,36,27,0,0,8,185,1,15
1015,250393,735353,1,2500.0,1,1200.0,0,0,0,0,720624,1,736496,735486,0,1,0,0,0,0.0,0.0,0,170613.0,1,0,1,0,0,4,6,12,0,3,0,36,27,0,0,3,182,2,15
1016,256023,735551,1,1265.0,1,1200.0,0,0,0,0,735816,1,736622,735820,1,1,0,0,0,0.0,0.0,0,277350.0,5,0,1,0,0,4,2,12,0,3,0,39,27,0,4,3,182,1,15
1017,256184,735591,1,680.0,1,6897.0,1,1,0,0,736336,1,736578,735479,1,1,1,1,0,3.0,776.52,0,100464.0,1,0,1,0,0,4,2,12,0,3,0,36,27,0,0,8,182,1,15
1018,270328,735641,0,1552.0,1,0.0,0,0,0,0,720624,1,736618,735424,0,1,0,0,0,0.0,0.0,0,2797.0,5,0,1,0,0,4,6,12,0,3,11,36,27,4,2,8,185,3,15
1019,273392,734806,0,0.0,1,1200.0,0,0,0,0,735326,1,736626,735353,0,0,0,0,0,0.0,0.0,0,37040.0,5,0,1,1,0,4,6,12,0,3,0,36,27,0,4,8,185,1,15
1020,316502,735652,0,65.0,1,1200.0,0,0,0,1,720624,1,736626,735736,1,1,0,1,0,5.0,799.98,1,133424.0,5,0,1,0,0,4,6,12,0,3,0,36,27,0,4,3,185,1,15
1021,321874,735626,0,0.0,1,1200.0,0,0,0,0,720624,1,736558,736051,0,1,0,1,0,3.0,2458.88,0,137792.0,5,0,1,0,0,4,6,12,0,3,0,36,27,0,4,2,185,1,15
1022,327539,736075,0,1592.0,1,1190.0,1,1,0,0,736351,1,736537,736361,0,1,0,1,1,1.0,340.5,0,19865.0,5,0,0,0,0,4,2,12,0,3,0,38,27,0,4,3,182,1,15
1023,332715,735677,0,1181.0,1,122.0,1,1,0,0,720624,0,720624,735309,0,1,0,0,0,0.0,0.0,1,33850.0,5,0,1,0,0,4,2,12,0,3,0,17,27,0,4,8,185,1,15
1024,332876,736019,0,1401.0,1,1000.0,1,1,0,0,720624,1,736619,735992,0,0,0,1,0,2.0,465.53,0,151737.0,5,4,0,0,0,4,6,12,0,3,0,36,27,0,6,2,185,1,15
1025,360671,734357,0,0.0,0,1200.0,0,0,0,1,720624,1,736579,735388,1,1,0,1,0,1.0,2126.66,0,103423.0,0,0,0,1,0,4,6,12,0,3,0,36,27,0,1,8,185,0,15
1026,410486,736046,0,2000.0,0,0.0,0,0,0,1,720624,1,736258,735562,1,0,0,1,0,1.0,165.68,0,11607.0,5,4,0,0,0,4,6,12,0,3,0,36,27,0,6,6,185,3,15
1027,427353,733762,1,0.0,1,6897.0,1,1,0,0,735452,1,736584,735479,1,1,0,0,0,0.0,0.0,1,325053.0,0,3,0,1,0,4,2,12,0,3,0,36,27,0,1,3,182,1,15
1028,455481,735452,1,2421.0,1,6897.0,1,1,0,1,736188,1,736578,735479,1,1,0,0,0,0.0,0.0,0,223578.0,5,0,1,0,0,4,6,12,1,3,0,36,27,0,2,8,182,1,15
1029,460989,736026,1,417.0,1,1190.0,1,1,0,0,736100,1,736627,736191,0,1,0,1,0,6.0,6003.69,0,294638.0,1,0,1,0,0,4,2,12,0,3,0,37,27,0,0,8,182,1,15
1030,468089,735366,1,2500.0,1,0.0,0,0,0,0,735388,1,736405,735408,0,1,0,0,0,0.0,0.0,0,80445.0,1,0,1,0,0,4,6,12,0,3,0,36,27,0,0,8,182,3,15
1031,471669,736041,0,1285.0,1,1200.0,0,0,0,0,736108,1,736621,735499,0,1,0,0,0,0.0,0.0,0,22421.0,5,0,1,0,0,4,2,12,0,3,0,36,27,0,4,8,185,2,15
1032,492888,735332,1,836.0,1,6897.0,1,1,0,0,720624,1,736578,735479,1,1,0,0,0,0.0,0.0,0,297702.0,1,0,1,0,0,4,6,12,0,3,0,36,27,0,0,8,182,1,15
1033,525540,735650,1,2500.0,1,6897.0,1,1,0,0,720624,1,736584,735479,0,1,0,0,0,0.0,0.0,0,271247.0,5,0,1,0,0,4,6,12,0,3,0,36,27,0,4,8,182,1,15
1034,556954,736265,1,552.0,1,0.0,1,1,0,0,736286,1,736578,735479,0,1,0,0,0,0.0,0.0,0,51221.0,5,0,1,0,0,4,2,12,0,3,0,36,27,0,4,8,182,3,15
1035,557086,736604,1,2500.0,0,400.0,0,0,1,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,186661.0,5,4,1,0,1,4,6,12,0,3,3,39,27,4,6,7,185,3,15
1036,611383,736258,0,0.0,1,1200.0,0,0,0,1,736285,1,736370,736312,1,1,0,0,0,0.0,0.0,0,203378.0,5,0,1,0,0,4,2,12,0,3,0,37,27,0,4,8,182,1,15
1037,753770,733976,1,0.0,1,6634.0,1,1,0,0,735636,1,736625,735331,1,1,0,0,0,0.0,0.0,0,215525.0,0,0,1,1,0,48,2,11,0,0,0,39,110,0,1,3,145,0,0
1038,624145,736262,1,1960.0,1,1200.0,0,0,0,1,736284,1,720624,736289,1,1,0,0,0,0.0,0.0,0,7352.0,5,0,1,0,0,4,2,12,0,3,0,38,27,0,4,8,185,1,15
1039,638285,736431,1,2000.0,1,1000.0,0,0,0,0,736614,0,720624,720624,1,1,0,0,0,0.0,0.0,0,111317.0,1,0,1,0,1,4,2,12,0,3,0,34,27,0,0,8,182,1,15
1040,665436,735824,0,1470.0,1,1200.0,0,0,0,0,736631,1,736361,735583,0,1,0,1,0,1.0,91.52,0,75738.0,5,0,1,0,0,4,6,12,0,3,0,36,27,0,2,3,185,1,15
1041,803779,735948,0,2500.0,0,1200.0,0,0,0,0,720624,1,736317,735583,1,0,0,0,0,0.0,0.0,0,153996.0,5,4,0,0,0,4,6,12,0,3,0,36,27,0,6,8,185,1,15
1042,804126,734073,0,764.0,0,1200.0,0,0,0,0,735338,1,720624,735388,1,1,0,0,0,0.0,0.0,0,37474.0,0,0,0,1,0,4,6,12,0,3,0,36,27,0,1,8,185,1,15
1043,847157,736570,1,2500.0,0,600.0,0,0,1,0,720624,1,720624,736019,0,0,0,1,0,1.0,2126.66,0,88898.0,5,4,1,0,0,4,6,12,0,3,0,52,27,0,6,1,185,1,15
1044,880233,735950,0,1400.0,0,0.0,0,0,0,0,720624,1,736529,735534,0,0,0,0,0,0.0,0.0,0,46486.0,5,4,0,0,0,4,6,12,0,3,0,36,27,0,6,3,185,3,15
1045,956926,736004,0,2500.0,1,0.0,0,0,0,0,720624,1,736408,735542,0,0,0,1,0,2.0,841.62,0,25115.0,5,4,0,0,0,4,6,12,0,3,0,36,27,0,6,8,185,3,15
1046,19099,735109,0,1107.0,1,1200.0,0,0,0,0,735305,1,736614,735317,0,0,0,1,0,2.0,3739.67,0,103147.0,5,3,0,1,0,2,2,14,0,2,0,2,28,0,1,8,142,1,15
1047,78774,732555,1,0.0,1,1200.0,0,0,0,0,735643,1,736578,735659,1,1,0,1,0,1.0,170.72,0,192828.0,0,0,0,1,0,2,2,14,0,2,0,2,28,0,1,3,142,0,15
1048,196970,735948,0,2143.0,1,1200.0,0,0,0,1,720624,1,736626,735435,1,1,0,1,0,2.0,2337.44,1,163458.0,5,0,0,0,0,14,2,22,0,0,0,37,60,0,4,2,87,1,0
1049,93609,732685,1,1748.0,1,1200.0,0,0,0,0,736223,1,720624,736233,1,1,0,0,0,0.0,0.0,1,59846.0,5,0,1,1,0,2,2,14,0,2,0,37,28,0,1,3,155,1,15
1050,208741,735515,1,2033.0,1,1200.0,0,0,0,0,720624,1,736578,735750,1,1,0,0,0,0.0,0.0,0,234816.0,1,0,1,0,0,2,2,14,0,2,0,2,28,0,0,8,142,0,15
1051,252588,735670,0,2500.0,1,1200.0,1,1,0,1,735669,1,736617,736143,1,1,0,0,0,0.0,0.0,1,181044.0,5,0,1,0,0,2,2,14,0,2,0,1,28,0,4,8,90,0,15
1052,253071,735624,1,2500.0,1,1150.0,0,1,0,0,735669,1,736579,735687,0,1,0,0,0,0.0,0.0,0,48745.0,5,0,1,0,0,2,2,14,0,2,0,1,28,0,3,8,142,1,15
1053,307090,732288,1,0.0,1,1038.0,1,1,0,1,735372,1,736626,735388,1,1,0,1,0,2.0,334.8,1,296135.0,0,0,1,1,0,2,2,14,0,2,0,1,28,0,1,2,142,1,15
1054,335246,734246,1,0.0,1,1000.0,0,1,0,1,720624,1,720624,735436,1,1,0,0,0,0.0,0.0,0,90396.0,0,0,1,1,0,2,2,14,0,2,0,1,28,0,1,3,142,0,15
1055,346874,734982,1,1669.0,1,1200.0,0,0,0,0,735306,1,736172,735317,0,1,0,1,0,1.0,69.93,0,166387.0,5,0,1,0,0,2,6,14,0,2,0,1,28,0,4,7,142,5,15
1056,497362,735591,1,2500.0,1,1200.0,0,0,0,0,736229,1,736619,735446,0,1,0,0,0,0.0,0.0,0,52557.0,5,0,1,0,0,2,2,14,0,2,0,38,28,0,1,8,142,2,15
1057,514364,733637,0,0.0,1,1200.0,0,0,0,0,735347,1,736482,735360,1,1,0,1,0,1.0,94.4,0,155091.0,0,0,1,1,0,2,2,14,0,2,0,1,28,0,1,3,142,0,15
1058,515429,733637,1,1987.0,0,1200.0,0,0,0,0,735290,1,736545,735295,1,1,0,0,0,0.0,0.0,0,340773.0,0,0,1,0,0,2,1,14,0,2,0,2,28,0,1,8,142,1,15
1059,574051,736301,0,2000.0,0,1200.0,0,0,0,0,736355,1,736570,735526,0,1,0,0,0,0.0,0.0,0,134726.0,5,0,0,0,0,2,2,14,0,2,6,22,28,4,2,7,101,1,15
1060,638273,736263,0,2000.0,1,1200.0,0,0,0,0,720624,0,720624,735582,0,1,0,0,0,0.0,0.0,0,39754.0,5,4,0,0,0,2,6,14,0,2,0,12,28,0,6,8,112,1,15
1061,673781,736032,1,2000.0,1,1200.0,0,0,0,0,720624,1,736619,735689,0,1,0,1,0,2.0,512.16,0,113043.0,1,0,1,0,0,2,6,14,0,2,0,2,28,0,0,2,90,1,15
1062,783734,735339,0,2194.0,1,1200.0,0,1,0,1,735387,1,736374,735431,1,1,0,0,0,0.0,0.0,0,64101.0,3,0,1,1,0,2,1,14,0,2,0,2,28,0,4,2,142,1,15
1063,824511,733637,1,0.0,1,1200.0,0,0,0,0,735653,1,736571,735673,1,1,0,1,0,1.0,218.66,0,169797.0,0,0,1,1,0,2,1,14,0,2,0,2,28,0,4,3,142,0,15
1064,898651,734904,1,1105.0,1,1200.0,0,0,0,0,720624,1,720624,735317,1,1,0,1,0,7.0,2716.02,0,213618.0,5,0,1,1,0,2,2,14,0,2,0,2,28,0,2,8,142,1,15
1065,906842,732288,1,2500.0,0,1200.0,0,0,0,0,736354,1,720624,736361,1,1,0,0,0,0.0,0.0,0,270040.0,0,0,1,1,0,2,2,14,0,2,0,2,28,0,1,3,142,1,15
1066,939224,734904,1,603.0,1,1200.0,0,0,0,1,735309,1,736550,735317,1,1,0,1,0,1.0,188.8,0,331918.0,5,0,1,1,0,2,2,14,0,2,0,2,28,0,2,8,142,1,15
1067,968210,734417,0,0.0,1,1200.0,0,0,0,1,735354,1,720624,735388,1,0,0,1,0,1.0,2721.99,0,112203.0,2,2,0,1,0,2,2,14,0,2,0,1,28,0,5,8,101,0,15
1068,19919,734513,0,0.0,1,1152.0,1,0,0,1,735421,1,736446,735479,1,1,0,0,0,0.0,0.0,0,66287.0,5,0,1,1,0,34,6,15,0,1,0,37,29,0,3,8,2,0,15
1069,59228,735335,0,0.0,1,1200.0,0,0,0,0,735550,1,736601,735561,1,1,0,1,0,2.0,259.88,0,66175.0,1,0,1,0,0,31,2,15,0,1,0,20,29,0,0,8,2,0,15
1070,66527,736082,0,2000.0,1,983.0,1,1,0,0,720624,0,720624,720624,0,1,0,1,0,1.0,695.7,0,153421.0,5,0,1,0,1,31,1,15,0,1,0,20,29,0,4,8,2,1,15
1071,198733,735675,1,4.0,1,0.0,1,1,0,0,720624,0,720624,735754,0,1,0,0,0,0.0,0.0,0,38289.0,5,0,1,0,0,31,2,15,0,1,6,26,29,4,4,7,2,1,15
1072,263618,735752,1,0.0,1,1200.0,0,1,0,0,736103,1,720624,736165,0,1,0,1,0,5.0,1238.39,0,189162.0,5,0,1,0,0,31,2,15,0,1,0,20,29,0,2,8,2,1,15
1073,300299,735948,0,2330.0,1,1200.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,95998.0,5,0,1,0,1,31,2,15,0,1,0,20,29,0,1,3,2,1,15
1074,44634,735088,1,0.0,1,490.0,1,1,0,1,735375,1,736467,735388,1,0,0,0,0,0.0,0.0,0,138164.0,5,0,1,0,0,16,2,17,0,2,9,37,54,4,1,7,85,0,0
1075,382167,735878,1,2500.0,1,2332.0,1,1,0,1,720624,0,720624,720624,1,1,0,1,0,1.0,164.79,0,28716.0,1,0,1,0,1,31,2,15,0,1,0,1,29,0,0,8,2,1,15
1076,398866,732656,1,0.0,1,912.0,1,1,0,0,735505,1,736314,735474,1,1,0,0,0,0.0,0.0,1,843088.0,0,0,1,1,0,34,2,15,2,1,0,14,29,0,1,3,2,0,15
1077,409645,735906,0,2500.0,1,1190.0,1,1,0,0,720624,0,720624,736095,0,1,0,1,0,1.0,70.11,0,41673.0,1,0,1,0,0,31,4,15,0,1,6,24,29,4,0,7,2,1,15
1078,462483,736046,0,2000.0,0,1200.0,0,0,0,0,736257,1,736523,736275,0,1,0,1,0,2.0,261.91,0,40744.0,5,0,0,0,0,31,6,15,0,1,0,19,29,0,3,3,2,1,15
